Date,Species,Latitude,Longitude,NumMosquitos,WnvPresent,Tavg,Depart,DewPoint,PrecipTotal,SeaLevel,ResultDir,AvgSpeed,r_humidity,Tavg_1week,Tavg_2week,DewPoint_1week,DewPoint_2week,PrecipTotal_1week,PrecipTotal_2week,AvgSpeed_1week,AvgSpeed_2week,r_humidity_1week,r_humidity_2week,Year,Month,Week,Day
2007-05-29,CULEX PIPIENS/RESTUANS,42.01743,-87.68776899999999,1,0,25,10.0,59,0.0,30.09,16,7.4,47.38,21.142857142857142,18.785714285714285,51.285714285714285,45.42857142857143,0.06571428571428571,0.045714285714285714,9.171428571428574,9.51428571428571,52.147142857142846,51.54785714285714,2007,5,22,29
2007-05-29,CULEX RESTUANS,41.907645,-87.760886,1,0,25,10.0,59,0.0,30.09,16,7.4,47.38,21.142857142857142,18.785714285714285,51.285714285714285,45.42857142857143,0.06571428571428571,0.045714285714285714,9.171428571428574,9.51428571428571,52.147142857142846,51.54785714285714,2007,5,22,29
2007-05-29,CULEX RESTUANS,41.732984,-87.649642,1,0,25,10.0,59,0.0,30.09,16,7.4,47.38,21.142857142857142,18.785714285714285,51.285714285714285,45.42857142857143,0.06571428571428571,0.045714285714285714,9.171428571428574,9.51428571428571,52.147142857142846,51.54785714285714,2007,5,22,29
2007-06-05,CULEX PIPIENS/RESTUANS,41.95469,-87.800991,3,0,14,-9.0,48,0.42,29.79,5,7.6,75.3,21.428571428571427,20.928571428571427,58.714285714285715,54.642857142857146,0.15142857142857144,0.15357142857142853,8.328571428571426,8.907142857142857,63.84857142857141,61.31214285714284,2007,6,23,5
2007-06-05,CULEX RESTUANS,41.95469,-87.800991,5,0,14,-9.0,48,0.42,29.79,5,7.6,75.3,21.428571428571427,20.928571428571427,58.714285714285715,54.642857142857146,0.15142857142857144,0.15357142857142853,8.328571428571426,8.907142857142857,63.84857142857141,61.31214285714284,2007,6,23,5
2007-06-05,CULEX PIPIENS,41.95469,-87.800991,1,0,14,-9.0,48,0.42,29.79,5,7.6,75.3,21.428571428571427,20.928571428571427,58.714285714285715,54.642857142857146,0.15142857142857144,0.15357142857142853,8.328571428571426,8.907142857142857,63.84857142857141,61.31214285714284,2007,6,23,5
2007-06-05,CULEX PIPIENS/RESTUANS,41.974089,-87.824812,1,0,14,-9.0,48,0.42,29.79,5,7.6,75.3,21.428571428571427,20.928571428571427,58.714285714285715,54.642857142857146,0.15142857142857144,0.15357142857142853,8.328571428571426,8.907142857142857,63.84857142857141,61.31214285714284,2007,6,23,5
2007-06-05,CULEX RESTUANS,41.974089,-87.824812,2,0,14,-9.0,48,0.42,29.79,5,7.6,75.3,21.428571428571427,20.928571428571427,58.714285714285715,54.642857142857146,0.15142857142857144,0.15357142857142853,8.328571428571426,8.907142857142857,63.84857142857141,61.31214285714284,2007,6,23,5
2007-06-05,CULEX PIPIENS/RESTUANS,41.9216,-87.666455,1,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX RESTUANS,41.9216,-87.666455,2,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX PIPIENS,41.9216,-87.666455,1,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX RESTUANS,41.891118,-87.65449100000001,1,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX PIPIENS/RESTUANS,41.867108,-87.654224,1,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX RESTUANS,41.867108,-87.654224,1,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX PIPIENS,41.867108,-87.654224,2,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX RESTUANS,41.896282,-87.655232,2,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX PIPIENS/RESTUANS,41.919343,-87.694259,1,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX RESTUANS,41.919343,-87.694259,1,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX RESTUANS,41.921965,-87.632085,3,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX RESTUANS,41.688324,-87.676709,4,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX PIPIENS/RESTUANS,41.720848,-87.666014,2,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX PIPIENS/RESTUANS,41.731922,-87.677512,1,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX RESTUANS,41.731922,-87.677512,1,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX PIPIENS,41.731922,-87.677512,1,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX PIPIENS/RESTUANS,41.999128999999996,-87.795585,2,0,14,-9.0,48,0.42,29.79,5,7.6,75.3,21.428571428571427,20.928571428571427,58.714285714285715,54.642857142857146,0.15142857142857144,0.15357142857142853,8.328571428571426,8.907142857142857,63.84857142857141,61.31214285714284,2007,6,23,5
2007-06-05,CULEX RESTUANS,41.999128999999996,-87.795585,9,0,14,-9.0,48,0.42,29.79,5,7.6,75.3,21.428571428571427,20.928571428571427,58.714285714285715,54.642857142857146,0.15142857142857144,0.15357142857142853,8.328571428571426,8.907142857142857,63.84857142857141,61.31214285714284,2007,6,23,5
2007-06-05,CULEX RESTUANS,41.907645,-87.760886,3,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX RESTUANS,41.732984,-87.649642,1,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX RESTUANS,41.981964000000005,-87.812827,2,0,14,-9.0,48,0.42,29.79,5,7.6,75.3,21.428571428571427,20.928571428571427,58.714285714285715,54.642857142857146,0.15142857142857144,0.15357142857142853,8.328571428571426,8.907142857142857,63.84857142857141,61.31214285714284,2007,6,23,5
2007-06-05,CULEX RESTUANS,41.944869,-87.832763,1,0,14,-9.0,48,0.42,29.79,5,7.6,75.3,21.428571428571427,20.928571428571427,58.714285714285715,54.642857142857146,0.15142857142857144,0.15357142857142853,8.328571428571426,8.907142857142857,63.84857142857141,61.31214285714284,2007,6,23,5
2007-06-05,CULEX RESTUANS,42.011601,-87.81150600000001,1,0,14,-9.0,48,0.42,29.79,5,7.6,75.3,21.428571428571427,20.928571428571427,58.714285714285715,54.642857142857146,0.15142857142857144,0.15357142857142853,8.328571428571426,8.907142857142857,63.84857142857141,61.31214285714284,2007,6,23,5
2007-06-05,CULEX RESTUANS,41.94983,-87.69845699999999,1,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX RESTUANS,41.979243,-87.750938,1,0,14,-9.0,48,0.42,29.79,5,7.6,75.3,21.428571428571427,20.928571428571427,58.714285714285715,54.642857142857146,0.15142857142857144,0.15357142857142853,8.328571428571426,8.907142857142857,63.84857142857141,61.31214285714284,2007,6,23,5
2007-06-05,CULEX RESTUANS,41.986921,-87.689778,2,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX PIPIENS/RESTUANS,41.801497999999995,-87.763416,1,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX RESTUANS,41.906638,-87.701431,3,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX RESTUANS,41.723195000000004,-87.64997,1,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX PIPIENS/RESTUANS,41.868077,-87.666901,1,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX RESTUANS,41.868077,-87.666901,7,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX PIPIENS/RESTUANS,41.869215999999994,-87.627561,1,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX PIPIENS/RESTUANS,41.662014,-87.72460799999999,2,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX RESTUANS,41.662014,-87.72460799999999,4,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX PIPIENS,41.662014,-87.72460799999999,1,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX PIPIENS/RESTUANS,41.961743,-87.76007,1,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX RESTUANS,41.961743,-87.76007,2,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX PIPIENS/RESTUANS,41.953067,-87.776792,1,0,14,-9.0,48,0.42,29.79,5,7.6,75.3,21.428571428571427,20.928571428571427,58.714285714285715,54.642857142857146,0.15142857142857144,0.15357142857142853,8.328571428571426,8.907142857142857,63.84857142857141,61.31214285714284,2007,6,23,5
2007-06-05,CULEX RESTUANS,41.953067,-87.776792,3,0,14,-9.0,48,0.42,29.79,5,7.6,75.3,21.428571428571427,20.928571428571427,58.714285714285715,54.642857142857146,0.15142857142857144,0.15357142857142853,8.328571428571426,8.907142857142857,63.84857142857141,61.31214285714284,2007,6,23,5
2007-06-05,CULEX RESTUANS,41.878114000000004,-87.629798,3,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX PIPIENS/RESTUANS,41.958271,-87.702575,1,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX RESTUANS,41.958271,-87.702575,2,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX RESTUANS,41.932094,-87.700117,1,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX PIPIENS/RESTUANS,41.994469,-87.667736,1,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX RESTUANS,42.006858,-87.675919,2,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX PIPIENS/RESTUANS,41.916265,-87.800515,1,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX RESTUANS,41.916265,-87.800515,10,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX RESTUANS,41.846075,-87.716277,1,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX RESTUANS,41.918704999999996,-87.752329,1,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX PIPIENS/RESTUANS,41.682587,-87.707973,3,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX RESTUANS,41.682587,-87.707973,8,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX PIPIENS/RESTUANS,41.725516999999996,-87.61425799999999,1,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX PIPIENS/RESTUANS,41.948167,-87.730698,2,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX RESTUANS,41.948167,-87.730698,1,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-05,CULEX RESTUANS,41.963976,-87.69181,1,0,14,-9.0,47,0.27,29.78,3,8.1,86.93,22.0,21.571428571428573,58.142857142857146,54.714285714285715,0.2357142857142857,0.15071428571428575,8.385714285714288,8.778571428571425,63.01428571428569,57.5807142857143,2007,6,23,5
2007-06-26,CULEX PIPIENS/RESTUANS,41.95469,-87.800991,1,0,28,10.0,69,0.16,30.11,22,7.1,53.97,22.714285714285715,24.142857142857142,58.285714285714285,58.285714285714285,0.03285714285714288,0.07857142857142853,8.442857142857134,8.428571428571432,61.57571428571428,53.733571428571416,2007,6,26,26
2007-06-26,CULEX RESTUANS,41.95469,-87.800991,4,0,28,10.0,69,0.16,30.11,22,7.1,53.97,22.714285714285715,24.142857142857142,58.285714285714285,58.285714285714285,0.03285714285714288,0.07857142857142853,8.442857142857134,8.428571428571432,61.57571428571428,53.733571428571416,2007,6,26,26
2007-06-26,CULEX SALINARIUS,41.95469,-87.800991,1,0,28,10.0,69,0.16,30.11,22,7.1,53.97,22.714285714285715,24.142857142857142,58.285714285714285,58.285714285714285,0.03285714285714288,0.07857142857142853,8.442857142857134,8.428571428571432,61.57571428571428,53.733571428571416,2007,6,26,26
2007-06-26,CULEX PIPIENS/RESTUANS,41.994991,-87.769279,1,0,28,10.0,69,0.16,30.11,22,7.1,53.97,22.714285714285715,24.142857142857142,58.285714285714285,58.285714285714285,0.03285714285714288,0.07857142857142853,8.442857142857134,8.428571428571432,61.57571428571428,53.733571428571416,2007,6,26,26
